straw, date/time, co2, worker, chamber, leakRate, errorstraw, date/time, co2, worker, chamber, leakrate, error, comments, , 
st01265,  6/1/2018 12:40,  co2,  ambrose,  chamber29, 6.08e-05, 3.59e-06,  ,  , 
st01266,  6/1/2018 12:41,  co2,  ambrose,  chamber30, 5.07e-05, 4.06e-06,  ,  , 
st01267,  6/1/2018 12:42,  co2,  ambrose,  chamber31, 6.00e-05, 3.09e-06,  ,  , 
st01268,  6/1/2018 12:43,  co2,  ambrose,  chamber32, 6.59e-05, 4.21e-06,  ,  , 
st01269,  6/1/2018 12:43,  co2,  ambrose,  chamber33, 5.40e-05, 3.37e-06,  ,  , 
st01270,  6/1/2018 12:43,  co2,  ambrose,  chamber34, 6.64e-05, 3.46e-06,  ,  , 
st01271,  6/1/2018 12:44,  co2,  ambrose,  chamber35, 5.90e-05, 3.00e-06,  ,  , 
st01272,  6/1/2018 12:44,  co2,  ambrose,  chamber36, 5.69e-05, 3.17e-06,  ,  , 
st01273,  6/1/2018 12:44,  co2,  ambrose,  chamber37, 6.41e-05, 2.96e-06,  ,  , 
st01275,  6/1/2018 12:44,  co2,  ambrose,  chamber38, 6.99e-05, 3.20e-06,  ,  , 
st01276,  6/1/2018 12:45,  co2,  ambrose,  chamber39, 5.69e-05, 3.21e-06,  ,  , 
st01277,  6/1/2018 12:49,  co2,  ambrose,  chamber40, 6.24e-05, 3.07e-06,  ,  , 
st01278,  6/1/2018 12:49,  co2,  ambrose,  chamber41, 4.59e-05, 5.68e-06,  ,  , 
st01279,  6/1/2018 12:49,  co2,  ambrose,  chamber42, 5.88e-05, 3.06e-06,  ,  , 
st01280,  6/1/2018 12:49,  co2,  ambrose,  chamber43, 5.22e-05, 3.18e-06,  ,  , 
st01281,  6/1/2018 12:49,  co2,  ambrose,  chamber44, 5.67e-05, 3.01e-06,  ,  , 
st01282,  6/1/2018 12:53,  co2,  ambrose,  chamber45, 7.02e-05, 2.89e-06,  ,  , 
st01283,  6/1/2018 12:53,  co2,  ambrose,  chamber46, 7.15e-05, 2.88e-06,  ,  , 
st01303,  6/1/2018 14:33,  co2,  ambrose,  chamber43, 0, 0,  ,  , 
st01284,  6/1/2018 14:56,  co2,  ambrose,  chamber25, 6.69e-05, 5.32e-06,  ,  , 
st01285,  6/1/2018 14:56,  co2,  ambrose,  chamber26, 5.24e-05, 3.52e-06,  ,  , 
st01286,  6/1/2018 14:56,  co2,  ambrose,  chamber27, 5.98e-05, 4.66e-06,  ,  , 
st01287,  6/1/2018 14:56,  co2,  ambrose,  chamber28, 5.23e-05, 4.22e-06,  ,  , 
st01288,  6/1/2018 14:56,  co2,  ambrose,  chamber29, 5.11e-05, 4.62e-06,  ,  , 
st01289,  6/1/2018 14:58,  co2,  ambrose,  chamber30, 6.80e-05, 5.44e-06,  ,  , 
st01290,  6/1/2018 14:58,  co2,  ambrose,  chamber31, 7.85e-05, 4.23e-06,  ,  , 
st01292,  6/1/2018 14:59,  co2,  ambrose,  chamber32, 4.83e-05, 4.35e-06,  ,  , 
st01293,  6/1/2018 14:59,  co2,  ambrose,  chamber33, 6.93e-05, 4.49e-06,  ,  , 
st01294,  6/1/2018 14:59,  co2,  ambrose,  chamber34, 5.92e-05, 4.40e-06,  ,  , 
st01295,  6/1/2018 15:02,  co2,  ambrose,  chamber35, 5.48e-05, 4.07e-06,  ,  , 
st01296,  6/1/2018 15:02,  co2,  ambrose,  chamber36, 4.69e-05, 4.10e-06,  ,  , 
st01297,  6/1/2018 15:02,  co2,  ambrose,  chamber37, 7.44e-05, 4.00e-06,  ,  , 
st01298,  6/1/2018 15:02,  co2,  ambrose,  chamber38, 7.49e-05, 4.34e-06,  ,  , 
st01299,  6/1/2018 15:02,  co2,  ambrose,  chamber39, 6.89e-05, 4.30e-06,  ,  , 
st01300,  6/1/2018 15:04,  co2,  ambrose,  chamber40, 5.85e-05, 4.00e-06,  ,  , 
st01301,  6/1/2018 15:04,  co2,  ambrose,  chamber41, 5.06e-05, 5.94e-06,  ,  , 
st01302,  6/1/2018 15:04,  co2,  ambrose,  chamber42, 6.50e-05, 4.03e-06,  ,  , 
st01304,  6/1/2018 15:04,  co2,  ambrose,  chamber44, 6.56e-05, 4.00e-06,  ,  , 
st01305,  6/1/2018 15:06,  co2,  ambrose,  chamber45, 7.63e-05, 4.29e-06,  ,  , 
st01306,  6/1/2018 15:06,  co2,  ambrose,  chamber46, 7.26e-05, 4.09e-06,  ,  , 
st01307,  6/1/2018 15:06,  co2,  ambrose,  chamber47, 5.08e-05, 4.22e-06,  ,  , 
sam1_ch,  6/5/2018 9:38,  co2,  sam,  chamber0, 5.51e-05, 0.000332083,  ,  , 
sam2_ch,  6/5/2018 9:38,  co2,  sam,  chamber1, 9.82e-06, 0.000322348,  ,  , 
sam3_ch,  6/5/2018 9:38,  co2,  sam,  chamber2, -8.60e-05, 0.000258604,  ,  , 
test_ch,  6/5/2018 13:13,  co2,  sam,  chamber25, 0, 0,  ,  , 
st01332,  6/5/2018 13:13,  co2,  sam,  chamber0, 6.15e-05, 4.13e-06,  ,  , 
st01333,  6/5/2018 13:13,  co2,  sam,  chamber1, 6.14e-05, 4.93e-06,  ,  , 
st01334,  6/5/2018 13:13,  co2,  sam,  chamber2, 7.34e-05, 4.17e-06,  ,  , 
st01335,  6/5/2018 13:14,  co2,  sam,  chamber3, 6.54e-05, 4.07e-06,  ,  , 
st01336,  6/5/2018 13:14,  co2,  sam,  chamber4, 6.45e-05, 4.48e-06,  ,  , 
st01337,  6/5/2018 13:14,  co2,  sam,  chamber5, 6.82e-05, 5.88e-06,  ,  , 
st01338,  6/5/2018 13:14,  co2,  sam,  chamber6, 0.000379634, 6.94e-06,  ,  , 
st01339,  6/5/2018 13:14,  co2,  sam,  chamber7, 6.16e-05, 4.28e-06,  ,  , 
st01340,  6/5/2018 13:14,  co2,  sam,  chamber8, 6.28e-05, 4.38e-06,  ,  , 
st01341,  6/5/2018 13:14,  co2,  sam,  chamber9, 5.87e-05, 4.27e-06,  ,  , 
st01342,  6/5/2018 13:14,  co2,  sam,  chamber10, 6.58e-05, 4.64e-06,  ,  , 
st01343,  6/5/2018 13:14,  co2,  sam,  chamber11, 6.76e-05, 4.52e-06,  ,  , 
st01345,  6/5/2018 13:14,  co2,  sam,  chamber12, 6.25e-05, 4.43e-06,  ,  , 
st01346,  6/5/2018 13:14,  co2,  sam,  chamber13, 6.68e-05, 4.36e-06,  ,  , 
st01347,  6/5/2018 13:14,  co2,  sam,  chamber14, 6.08e-05, 4.06e-06,  ,  , 
st01348,  6/5/2018 13:14,  co2,  sam,  chamber15, 4.87e-05, 4.45e-06,  ,  , 
st01349,  6/5/2018 13:14,  co2,  sam,  chamber16, 6.13e-05, 4.58e-06,  ,  , 
st01350,  6/5/2018 13:14,  co2,  sam,  chamber17, 5.98e-05, 4.60e-06,  ,  , 
st01351,  6/5/2018 13:14,  co2,  sam,  chamber18, 6.02e-05, 4.77e-06,  ,  , 
st01352,  6/5/2018 13:14,  co2,  sam,  chamber19, 5.62e-05, 4.69e-06,  ,  , 
st01353,  6/5/2018 13:14,  co2,  sam,  chamber20, 5.63e-05, 4.90e-06,  ,  , 
st01354,  6/5/2018 13:14,  co2,  sam,  chamber21, 6.55e-05, 4.71e-06,  ,  , 
st01355,  6/5/2018 13:14,  co2,  sam,  chamber22, 6.19e-05, 4.55e-06,  ,  , 
st01512,  6/27/2018 10:54,  co2,  name,  chamber9, 4.93e-05, 9.30e-06,  ,  , 
1525_ch,  6/27/2018 11:00,  co2,  name,  chamber21, 0, 0,  ,  , 
st01502,  6/27/2018 12:18,  co2,  name,  chamber0, 5.95e-05, 3.67e-06,  ,  , 
st01503,  6/27/2018 12:18,  co2,  name,  chamber1, 5.07e-05, 4.67e-06,  ,  , 
st01504,  6/27/2018 12:18,  co2,  name,  chamber2, 5.49e-05, 4.14e-06,  ,  , 
st01505,  6/27/2018 12:18,  co2,  name,  chamber3, 5.38e-05, 3.96e-06,  ,  , 
st01507,  6/27/2018 12:18,  co2,  name,  chamber4, 4.99e-05, 4.26e-06,  ,  , 
st01508,  6/27/2018 12:18,  co2,  name,  chamber5, 5.70e-05, 5.34e-06,  ,  , 
st01509,  6/27/2018 12:18,  co2,  name,  chamber6, 5.54e-05, 4.13e-06,  ,  , 
st01510,  6/27/2018 12:18,  co2,  name,  chamber7, 5.40e-05, 4.09e-06,  ,  , 
st01511,  6/27/2018 12:18,  co2,  name,  chamber8, 5.99e-05, 4.29e-06,  ,  , 
st01513,  6/27/2018 12:18,  co2,  name,  chamber9, 7.77e-05, 4.54e-06,  ,  , 
st01518,  6/27/2018 12:18,  co2,  name,  chamber14, 5.25e-05, 3.85e-06,  ,  , 
st01517,  6/27/2018 12:18,  co2,  name,  chamber13, 5.04e-05, 4.04e-06,  ,  , 
st01516,  6/27/2018 12:18,  co2,  name,  chamber12, 5.02e-05, 4.04e-06,  ,  , 
st01515,  6/27/2018 12:18,  co2,  name,  chamber11, 5.07e-05, 4.13e-06,  ,  , 
st01514,  6/27/2018 12:18,  co2,  name,  chamber10, 6.79e-05, 4.40e-06,  ,  , 
st01519,  6/27/2018 12:18,  co2,  name,  chamber15, 6.11e-05, 3.96e-06,  ,  , 
st01520,  6/27/2018 12:18,  co2,  name,  chamber16, 4.99e-05, 4.29e-06,  ,  , 
st01521,  6/27/2018 12:18,  co2,  name,  chamber17, 6.59e-05, 4.42e-06,  ,  , 
st01522,  6/27/2018 12:18,  co2,  name,  chamber18, 6.38e-05, 4.72e-06,  ,  , 
st01523,  6/27/2018 12:18,  co2,  name,  chamber19, 5.22e-05, 4.50e-06,  ,  , 
st01525,  6/27/2018 12:18,  co2,  name,  chamber21, 5.99e-05, 4.51e-06,  ,  , 
st01524,  6/27/2018 12:18,  co2,  name,  chamber20, 8.51e-05, 4.61e-06,  ,  , 
st01512,  6/28/2018 10:57,  co2,  caleb,  chamber1, 4.48e-05, 1.23e-05,  ,  , 
st01506,  6/28/2018 11:00,  co2,  caleb,  chamber0, 0, 0,  ,  , 
st01526,  6/29/2018 12:27,  co2,  nick,  chamber0, 4.07e-05, 8.18e-06,  ,  , 
st01527,  6/29/2018 12:29,  co2,  nick,  chamber1, 4.98e-05, 9.32e-06,  ,  , 
st01528,  6/29/2018 12:31,  co2,  nick,  chamber2, 5.84e-05, 9.40e-06,  ,  , 
st01529,  6/29/2018 12:31,  co2,  nick,  chamber3, 7.52e-05, 9.59e-06,  ,  , 
st01530,  6/29/2018 12:34,  co2,  nick,  chamber4, 5.79e-05, 9.51e-06,  ,  , 
st01531,  6/29/2018 12:37,  co2,  nick,  chamber5, 2.41e-05, 9.58e-06,  ,  , 
st01532,  6/29/2018 12:39,  co2,  nick,  chamber6, 7.68e-05, 9.63e-06,  ,  , 
st01533,  6/29/2018 12:42,  co2,  nick,  chamber7, 7.53e-05, 9.46e-06,  ,  , 
st01534,  6/29/2018 12:43,  co2,  nick,  chamber8, 7.88e-05, 9.64e-06,  ,  , 
st01535,  6/29/2018 12:45,  co2,  nick,  chamber9, 8.16e-05, 9.59e-06,  ,  , 
st01536,  6/29/2018 12:49,  co2,  nick,  chamber10, 9.93e-05, 9.27e-06,  ,  , 
st01537,  6/29/2018 12:51,  co2,  nick,  chamber11, 7.70e-05, 9.10e-06,  ,  , 
st01538,  6/29/2018 12:52,  co2,  nick,  chamber12, 5.33e-05, 9.57e-06,  ,  , 
st01539,  6/29/2018 12:54,  co2,  nick,  chamber13, 5.27e-05, 9.60e-06,  ,  , 
st01540,  6/29/2018 12:54,  co2,  nick,  chamber14, 6.27e-05, 9.26e-06,  ,  , 
st01542,  6/29/2018 12:58,  co2,  nick,  chamber16, 7.33e-05, 9.39e-06,  ,  , 
st01543,  6/29/2018 13:28,  co2,  nick,  chamber17, 4.00e-05, 4.73e-06,  ,  , 
st01544,  6/29/2018 13:30,  co2,  nick,  chamber18, 9.27e-05, 5.12e-06,  ,  , 
st01546,  6/29/2018 13:31,  co2,  nick,  chamber20, 7.59e-05, 5.06e-06,  ,  , 
st01547,  6/29/2018 13:32,  co2,  nick,  chamber21, 7.78e-05, 5.03e-06,  ,  , 
st01548,  6/29/2018 13:34,  co2,  nick,  chamber22, 6.97e-05, 4.99e-06,  ,  , 
st01549,  6/29/2018 13:36,  co2,  nick,  chamber23, 8.70e-05, 5.27e-06,  ,  , 
st01545,  6/29/2018 13:46,  co2,  nick,  chamber19, 0.000107253, 4.13e-06,  ,  , 
al24_ch,  7/2/2018 12:27,  co2,  nick,  chamber0, 0.000164955, 6.00e-06,  ,  , 
al22_ch,  7/2/2018 12:29,  co2,  nick,  chamber2, 0.000230261, 7.92e-06,  ,  , 
al20_ch,  7/2/2018 12:31,  co2,  nick,  chamber3, 0.000211884, 9.27e-06,  ,  , 
al19_ch,  7/2/2018 12:32,  co2,  nick,  chamber4, 0, 0,  ,  , 
al91_ch,  7/2/2018 12:33,  co2,  nick,  chamber15, 0.010190742, 0.000307301,  ,  , 
al7_cha,  7/2/2018 12:35,  co2,  nick,  chamber16, 0.005658211, 0.000161637,  ,  , 
al17_ch,  7/2/2018 12:40,  co2,  nick,  chamber7, 0.000233403, 9.57e-06,  ,  , 
al23_ch,  7/2/2018 12:42,  co2,  nick,  chamber6, 0.000245114, 9.28e-06,  ,  , 
al15_ch,  7/2/2018 12:49,  co2,  nick,  chamber9, 0.000218192, 9.44e-06,  ,  , 
al16_ch,  7/2/2018 12:50,  co2,  nick,  chamber8, 0.000222947, 9.52e-06,  ,  , 
al13_ch,  7/2/2018 12:51,  co2,  nick,  chamber11, 0.000214943, 9.60e-06,  ,  , 
al14_ch,  7/2/2018 12:52,  co2,  nick,  chamber10, 0.000217281, 9.51e-06,  ,  , 
al11_ch,  7/2/2018 12:53,  co2,  nick,  chamber12, 0.000203413, 8.71e-06,  ,  , 
al12_ch,  7/2/2018 12:54,  co2,  nick,  chamber13, 0.000163982, 8.67e-06,  ,  , 
al10_ch,  7/2/2018 12:55,  co2,  nick,  chamber14, 0.000217253, 8.82e-06,  ,  , 
al8_cha,  7/2/2018 14:11,  co2,  nick,  chamber17, 0.001522787, 1.65e-05,  ,  , 
al6_cha,  7/2/2018 14:11,  co2,  nick,  chamber18, 0.000237205, 4.76e-06,  ,  , 
al5_cha,  7/2/2018 14:11,  co2,  nick,  chamber19, 0.000213536, 4.89e-06,  ,  , 
als_cha,  7/2/2018 14:11,  co2,  nick,  chamber20, 0.000209705, 3.01e-06,  ,  , 
al111_c,  7/2/2018 14:11,  co2,  nick,  chamber21, 0.000198041, 2.99e-06,  ,  , 
al1_cha,  7/2/2018 14:11,  co2,  nick,  chamber22, 0.000191296, 3.93e-06,  ,  , 
al2_cha,  7/2/2018 14:11,  co2,  nick,  chamber23, 0.000242415, 3.80e-06,  ,  , 
al18_ch,  7/2/2018 14:16,  co2,  nick,  chamber5, 0.000237443, 1.52e-05,  ,  , 
al21_ch,  7/2/2018 14:16,  co2,  nick,  chamber1, 0.000243655, 1.31e-05,  ,  , 
al64_ch,  7/2/2018 14:55,  co2,  nick,  chamber15, 0.015651576, 0.000390099,  ,  , 
al67_ch,  7/2/2018 15:11,  co2,  nick,  chamber17, 0.005988439, 7.60e-05,  ,  , 
al68_ch,  7/2/2018 15:12,  co2,  nick,  chamber18, 0.006601039, 0.000123278,  ,  , 
al51_ch,  7/2/2018 15:15,  co2,  nick,  chamber2, 0.000153001, 9.58e-06,  ,  , 
al52_ch,  7/2/2018 15:17,  co2,  nick,  chamber3, 0.000142713, 9.24e-06,  ,  , 
al56_ch,  7/2/2018 15:20,  co2,  nick,  chamber7, 0.000126349, 9.62e-06,  ,  , 
al72_ch,  7/2/2018 15:22,  co2,  nick,  chamber0, 0.000315332, 9.60e-06,  ,  , 
al57_ch,  7/2/2018 15:23,  co2,  nick,  chamber8, 0.000136496, 9.62e-06,  ,  , 
al59_ch,  7/2/2018 15:25,  co2,  nick,  chamber9, 0.000128577, 9.36e-06,  ,  , 
al100_c,  7/2/2018 15:26,  co2,  nick,  chamber10, 0.000133154, 9.63e-06,  ,  , 
al61_ch,  7/2/2018 15:27,  co2,  nick,  chamber11, 0.000120864, 9.49e-06,  ,  , 
al63_ch,  7/2/2018 15:28,  co2,  nick,  chamber13, 0.000120023, 9.64e-06,  ,  , 
al65_ch,  7/2/2018 15:29,  co2,  nick,  chamber14, 0.000157282, 9.46e-06,  ,  , 
al62_ch,  7/2/2018 15:34,  co2,  nick,  chamber12, 0.000403424, 9.59e-06,  ,  , 
al55_ch,  7/2/2018 15:37,  co2,  nick,  chamber6, 0.000161555, 9.20e-06,  ,  , 
al50_ch,  7/2/2018 15:38,  co2,  nick,  chamber1, 0.000157274, 9.61e-06,  ,  , 
al69_ch,  7/2/2018 15:39,  co2,  nick,  chamber19, 0.000161035, 9.30e-06,  ,  , 
al70_ch,  7/2/2018 15:45,  co2,  nick,  chamber20, 0.000610933, 9.61e-06,  ,  , 
alblank,  7/2/2018 15:49,  co2,  nick,  chamber22, 0.000131229, 9.62e-06,  ,  , 
al53_ch,  7/2/2018 15:52,  co2,  nick,  chamber4, 0.001508121, 5.59e-05,  ,  , 
al71_ch,  7/2/2018 16:05,  co2,  nick,  chamber21, 0.001174273, 9.63e-06,  ,  , 
al66_ch,  7/2/2018 16:15,  co2,  nick,  chamber16, 0.000540076, 1.53e-05,  ,  , 
al54_ch,  7/2/2018 16:16,  co2,  nick,  chamber5, 0.000172096, 1.13e-05,  ,  , 
al8_cha,  7/6/2018 10:22,  co2,  unknown worker,  chamber7, 0, 0,  ,  , 
al3_cha,  7/6/2018 10:28,  co2,  unknown worker,  chamber2, 0.010378534, 0.0003067,  ,  , 
al7_cha,  7/6/2018 10:30,  co2,  unknown worker,  chamber6, 0.020664584, 0.000636028,  ,  , 
al12_ch,  7/6/2018 10:55,  co2,  unknown worker,  chamber11, 0, 0,  ,  , 
al14_ch,  7/6/2018 11:00,  co2,  unknown worker,  chamber13, 0, 0,  ,  , 
al17_ch,  7/6/2018 11:07,  co2,  unknown worker,  chamber16, 0, 0,  ,  , 
al6_cha,  7/6/2018 11:08,  co2,  unknown worker,  chamber5, 0.003151162, 0.000201595,  ,  , 
al18_ch,  7/6/2018 11:09,  co2,  unknown worker,  chamber17, 0.015316523, 0.000302073,  ,  , 
al20_ch,  7/6/2018 11:17,  co2,  unknown worker,  chamber19, 0, 0,  ,  , 
al 2_ch,  7/6/2018 11:20,  co2,  unknown worker,  chamber1, 0.000117211, 8.25e-06,  ,  , 
al21_ch,  7/6/2018 11:20,  co2,  unknown worker,  chamber20, 0.014079558, 0.000238645,  ,  , 
al1_cha,  7/6/2018 11:26,  co2,  unknown worker,  chamber0, 9.31e-05, 4.88e-06,  ,  , 
al10_ch,  7/6/2018 11:28,  co2,  unknown worker,  chamber9, 0.000101215, 9.21e-06,  ,  , 
al9_cha,  7/6/2018 11:30,  co2,  unknown worker,  chamber8, 0.000164546, 9.24e-06,  ,  , 
al13_ch,  7/6/2018 11:35,  co2,  unknown worker,  chamber12, 0.000219886, 9.30e-06,  ,  , 
al11_ch,  7/6/2018 11:37,  co2,  unknown worker,  chamber10, 0.000235458, 9.48e-06,  ,  , 
al16_ch,  7/6/2018 11:38,  co2,  unknown worker,  chamber15, 7.25e-05, 9.37e-06,  ,  , 
al15_ch,  7/6/2018 11:39,  co2,  unknown worker,  chamber14, 0.000102038, 8.98e-06,  ,  , 
al19_ch,  7/6/2018 11:52,  co2,  unknown worker,  chamber18, 0.0001076, 9.36e-06,  ,  , 
al23_ch,  7/6/2018 11:58,  co2,  unknown worker,  chamber22, 0.000102799, 9.38e-06,  ,  , 
al22_ch,  7/6/2018 12:00,  co2,  unknown worker,  chamber21, 9.44e-05, 9.07e-06,  ,  , 
al4_cha,  7/6/2018 12:02,  co2,  unknown worker,  chamber3, 0.000640464, 1.15e-05,  ,  , 
al5_cha,  7/6/2018 12:02,  co2,  unknown worker,  chamber4, 0.000550705, 2.06e-05,  ,  , 
mrtest_,  7/9/2018 10:36,  co2,  unknown worker,  chamber25, -0.000102693, 0.000165806,  ,  , 
_chambe,  7/13/2018 10:17,  co2,  joe,  chamber1, 0, 0,  ,  , 
778145,  7/13/2018 10:24,  co2,  joe,  chamber7, 0, 0,  ,  , 
st01573,  7/13/2018 10:40,  co2,  joe,  chamber22, 0, 0,  ,  , 
st01550,  7/13/2018 11:06,  co2,  joe,  chamber0, 4.97e-05, 8.29e-06,  ,  , 
st01552,  7/13/2018 11:07,  co2,  joe,  chamber2, 4.38e-05, 9.00e-06,  ,  , 
st01553,  7/13/2018 11:08,  co2,  joe,  chamber3, 8.04e-05, 9.55e-06,  ,  , 
st01551,  7/13/2018 11:09,  co2,  joe,  chamber1, 8.15e-05, 9.54e-06,  ,  , 
st01554,  7/13/2018 11:10,  co2,  joe,  chamber4, 6.37e-05, 9.50e-06,  ,  , 
st01562,  7/13/2018 11:13,  co2,  joe,  chamber12, 0.003897359, 5.14e-05,  ,  , 
st01555,  7/13/2018 11:13,  co2,  joe,  chamber5, 5.28e-05, 9.37e-06,  ,  , 
st01556,  7/13/2018 11:14,  co2,  joe,  chamber6, 8.56e-05, 9.16e-06,  ,  , 
st01557,  7/13/2018 11:14,  co2,  joe,  chamber7, 8.32e-05, 9.04e-06,  ,  , 
st01558,  7/13/2018 11:16,  co2,  joe,  chamber8, 5.37e-05, 9.55e-06,  ,  , 
st01559,  7/13/2018 11:17,  co2,  joe,  chamber9, 4.89e-05, 9.52e-06,  ,  , 
st01561,  7/13/2018 11:18,  co2,  joe,  chamber11, 6.13e-05, 9.61e-06,  ,  , 
st01560,  7/13/2018 11:19,  co2,  joe,  chamber10, 7.31e-05, 9.50e-06,  ,  , 
st01563,  7/13/2018 11:22,  co2,  joe,  chamber13, 7.89e-05, 9.02e-06,  ,  , 
st01564,  7/13/2018 11:23,  co2,  joe,  chamber14, 4.84e-05, 8.92e-06,  ,  , 
st01567,  7/13/2018 11:24,  co2,  joe,  chamber17, 5.85e-05, 9.56e-06,  ,  , 
st01569,  7/13/2018 11:25,  co2,  joe,  chamber19, 5.71e-05, 9.23e-06,  ,  , 
st01571,  7/13/2018 11:26,  co2,  joe,  chamber21, 4.76e-05, 9.56e-06,  ,  , 
st01572,  7/13/2018 11:29,  co2,  joe,  chamber22, 4.17e-05, 8.79e-06,  ,  , 
st01568,  7/13/2018 11:35,  co2,  joe,  chamber18, 0.002591924, 4.53e-05,  ,  , 
st30608,  8/15/2018 12:32,  co2,  unknown worker,  chamber1, 0.003531617, 0.00046594,  ,  , 
st30595,  8/15/2018 12:54,  co2,  unknown worker,  chamber0, 8.18e-05, 8.99e-06,  ,  , 
st30610,  8/15/2018 12:56,  co2,  unknown worker,  chamber3, 8.18e-05, 9.46e-06,  ,  , 
st30611,  8/15/2018 13:00,  co2,  unknown worker,  chamber4, 0.000838086, 3.28e-05,  ,  , 
st30609,  8/15/2018 13:02,  co2,  unknown worker,  chamber2, 8.46e-05, 9.10e-06,  ,  , 
st30616,  8/15/2018 15:28,  co2,  unknown worker,  chamber0, 6.95e-05, 7.13e-06,  ,  , 
st30618,  8/15/2018 15:29,  co2,  unknown worker,  chamber2, 0.000119142, 7.81e-06,  ,  , 
st30617,  8/15/2018 15:30,  co2,  unknown worker,  chamber1, 0.00012762, 9.52e-06,  ,  , 
st30619,  8/15/2018 15:31,  co2,  unknown worker,  chamber3, 7.20e-05, 7.00e-06,  ,  , 
st30621,  8/15/2018 15:32,  co2,  unknown worker,  chamber4, 7.35e-05, 7.04e-06,  ,  , 
st30622,  8/15/2018 15:33,  co2,  unknown worker,  chamber5, 0.000102815, 9.25e-06,  ,  , 
st30623,  8/15/2018 15:34,  co2,  unknown worker,  chamber6, 6.00e-05, 6.86e-06,  ,  , 
st30624,  8/15/2018 15:34,  co2,  unknown worker,  chamber7, 7.38e-05, 6.68e-06,  ,  , 
st30625,  8/15/2018 15:38,  co2,  unknown worker,  chamber8, 5.36e-05, 6.29e-06,  ,  , 
st30626,  8/15/2018 15:38,  co2,  unknown worker,  chamber9, 5.77e-05, 6.05e-06,  ,  , 
st30627,  8/15/2018 15:39,  co2,  unknown worker,  chamber10, 9.82e-05, 6.70e-06,  ,  , 
st30629,  8/15/2018 15:40,  co2,  unknown worker,  chamber11, 7.87e-05, 6.21e-06,  ,  , 
st30630,  8/15/2018 15:41,  co2,  unknown worker,  chamber12, 9.09e-05, 6.08e-06,  ,  , 
st30631,  8/15/2018 15:47,  co2,  unknown worker,  chamber13, 9.30e-05, 5.29e-06,  ,  , 
st30632,  8/15/2018 15:48,  co2,  unknown worker,  chamber14, 9.42e-05, 4.97e-06,  ,  , 
st30633,  8/15/2018 15:49,  co2,  unknown worker,  chamber15, 8.24e-05, 5.09e-06,  ,  , 
st30634,  8/15/2018 15:49,  co2,  unknown worker,  chamber16, 9.67e-05, 5.44e-06,  ,  , 
st30635,  8/15/2018 15:49,  co2,  unknown worker,  chamber17, 0.000116186, 5.30e-06,  ,  , 
st02042,  8/17/2018 10:01,  co2,  unknown worker,  chamber7, 0, 0,  ,  , 
st02055,  8/17/2018 10:36,  co2,  unknown worker,  chamber25, 0.000108796, 7.69e-05,  ,  , 
st02031,  8/17/2018 10:46,  co2,  unknown worker,  chamber0, 4.75e-05, 8.87e-06,  ,  , 
st02032,  8/17/2018 10:47,  co2,  unknown worker,  chamber1, 5.57e-05, 9.19e-06,  ,  , 
st02033,  8/17/2018 10:47,  co2,  unknown worker,  chamber2, 5.13e-05, 8.99e-06,  ,  , 
st02034,  8/17/2018 10:47,  co2,  unknown worker,  chamber3, 4.95e-05, 9.30e-06,  ,  , 
st02038,  8/17/2018 10:47,  co2,  unknown worker,  chamber4, 4.13e-05, 9.03e-06,  ,  , 
st02039,  8/17/2018 10:51,  co2,  unknown worker,  chamber5, 5.38e-05, 9.13e-06,  ,  , 
st02040,  8/17/2018 10:51,  co2,  unknown worker,  chamber6, 5.04e-05, 8.95e-06,  ,  , 
st02044,  8/17/2018 10:51,  co2,  unknown worker,  chamber8, 5.39e-05, 9.02e-06,  ,  , 
st02045,  8/17/2018 10:51,  co2,  unknown worker,  chamber9, 4.39e-05, 9.12e-06,  ,  , 
st02046,  8/17/2018 10:52,  co2,  unknown worker,  chamber10, 3.04e-06, 9.07e-06,  ,  , 
st02047,  8/17/2018 10:53,  co2,  unknown worker,  chamber11, 4.91e-05, 9.25e-06,  ,  , 
st02048,  8/17/2018 10:53,  co2,  unknown worker,  chamber12, 3.52e-05, 9.49e-06,  ,  , 
st02050,  8/17/2018 10:53,  co2,  unknown worker,  chamber13, 4.82e-05, 9.43e-06,  ,  , 
st02052,  8/17/2018 10:53,  co2,  unknown worker,  chamber14, 3.80e-05, 9.61e-06,  ,  , 
st02053,  8/17/2018 10:57,  co2,  unknown worker,  chamber16, 4.52e-05, 8.54e-06,  ,  , 
st02057,  8/17/2018 11:09,  co2,  unknown worker,  chamber26, 4.96e-05, 8.00e-06,  ,  , 
st02063,  8/17/2018 11:11,  co2,  unknown worker,  chamber31, 0.001706714, 4.79e-05,  ,  , 
st02060,  8/17/2018 11:13,  co2,  unknown worker,  chamber28, 8.35e-05, 9.22e-06,  ,  , 
st02061,  8/17/2018 11:15,  co2,  unknown worker,  chamber30, 7.31e-05, 9.36e-06,  ,  , 
st02064,  8/17/2018 11:16,  co2,  unknown worker,  chamber32, 6.40e-05, 9.29e-06,  ,  , 
st02065,  8/17/2018 11:16,  co2,  unknown worker,  chamber33, 3.93e-05, 9.29e-06,  ,  , 
st02067,  8/17/2018 11:17,  co2,  unknown worker,  chamber35, 6.26e-05, 9.47e-06,  ,  , 
st02062,  8/17/2018 11:18,  co2,  unknown worker,  chamber29, 7.82e-05, 9.50e-06,  ,  , 
